FID,Id,dem,dist
574,0,3.220000029,287
575,0,3.230000019,287.5
576,0,3.230000019,288
577,0,3.230000019,288.5
578,0,3.230000019,289
579,0,3.220000029,289.5
580,0,3.220000029,290
581,0,3.220000029,290.5
582,0,3.220000029,291
583,0,3.220000029,291.5
584,0,3.220000029,292
585,0,3.220000029,292.5
586,0,3.220000029,293
587,0,3.210000038,293.5
588,0,3.210000038,294
589,0,3.210000038,294.5
590,0,3.210000038,295
591,0,3.210000038,295.5
592,0,3.220000029,296
593,0,3.220000029,296.5
594,0,3.210000038,297
595,0,3.210000038,297.5
596,0,3.190000057,298
597,0,3.190000057,298.5
598,0,3.190000057,299
599,0,3.190000057,299.5
600,0,3.190000057,300
601,0,3.190000057,300.5
602,0,3.190000057,301
603,0,3.190000057,301.5
604,0,3.180000067,302
605,0,3.180000067,302.5
606,0,3.170000076,303
607,0,3.170000076,303.5
608,0,3.180000067,304
609,0,3.180000067,304.5
610,0,3.160000086,305
611,0,3.160000086,305.5
612,0,3.150000095,306
613,0,3.150000095,306.5
614,0,3.160000086,307
615,0,3.160000086,307.5
616,0,3.150000095,308
617,0,3.150000095,308.5
618,0,3.140000105,309
619,0,3.140000105,309.5
620,0,3.130000114,310
621,0,3.119999886,310.5
622,0,3.119999886,311
623,0,3.119999886,311.5
624,0,3.099999905,312
625,0,3.099999905,312.5
626,0,3.089999914,313
627,0,3.089999914,313.5
628,0,3.089999914,314
629,0,3.089999914,314.5
630,0,3.069999933,315
631,0,3.079999924,315.5
632,0,3.069999933,316
633,0,3.069999933,316.5
634,0,3.059999943,317
635,0,3.059999943,317.5
636,0,3.039999962,318
637,0,3.039999962,318.5
638,0,3.049999952,319
639,0,3.049999952,319.5
640,0,3.049999952,320
641,0,3.039999962,320.5
642,0,3.039999962,321
643,0,3.029999971,321.5
644,0,3.029999971,322
645,0,3.039999962,322.5
646,0,3.039999962,323
647,0,3.029999971,323.5
648,0,3.029999971,324
649,0,3.019999981,324.5
650,0,3.029999971,325
651,0,3.00999999,325.5
652,0,3.00999999,326
653,0,3.00999999,326.5
654,0,3.00999999,327
655,0,3.00999999,327.5
656,0,3.00999999,328
657,0,3,328.5
658,0,3,329
659,0,2.980000019,329.5
660,0,2.99000001,330
661,0,3,330.5
662,0,3,331
663,0,3.019999981,331.5
664,0,3.019999981,332
665,0,3,332.5
666,0,3,333
667,0,2.980000019,333.5
668,0,2.980000019,334
669,0,2.960000038,334.5
670,0,2.99000001,335
671,0,3,335.5
672,0,3,336
673,0,2.960000038,336.5
674,0,2.960000038,337
675,0,2.930000067,337.5
676,0,2.930000067,338
677,0,2.900000095,338.5
678,0,2.900000095,339
679,0,2.900000095,339.5
680,0,2.920000076,340
681,0,2.890000105,340.5
682,0,2.890000105,341
683,0,2.890000105,341.5
684,0,2.890000105,342
685,0,2.890000105,342.5
686,0,2.890000105,343
687,0,2.890000105,343.5
688,0,2.859999895,344
689,0,2.849999905,344.5
690,0,2.829999924,345
691,0,2.829999924,345.5
692,0,2.829999924,346
693,0,2.829999924,346.5
694,0,2.769999981,347
695,0,2.769999981,347.5
696,0,2.769999981,348
697,0,2.769999981,348.5
698,0,2.720000029,349
699,0,2.730000019,349.5
700,0,2.710000038,350
701,0,2.710000038,350.5
702,0,2.660000086,351
703,0,2.660000086,351.5
704,0,2.609999895,352
705,0,2.609999895,352.5
706,0,2.569999933,353
707,0,2.569999933,353.5
708,0,2.539999962,354
709,0,2.569999933,354.5
710,0,2.559999943,355
711,0,2.559999943,355.5
712,0,2.549999952,356
713,0,2.549999952,356.5
714,0,2.539999962,357
715,0,2.539999962,357.5
716,0,2.549999952,358
717,0,2.549999952,358.5
718,0,2.549999952,359
719,0,2.549999952,359.5
720,0,2.5,360
721,0,2.5,360.5
722,0,2.519999981,361
723,0,2.519999981,361.5
724,0,2.480000019,362
725,0,2.480000019,362.5
726,0,2.460000038,363
727,0,2.460000038,363.5
728,0,2.450000048,364
729,0,2.450000048,364.5
730,0,2.390000105,365
731,0,2.390000105,365.5
732,0,2.25999999,366
733,0,2.25999999,366.5
734,0,2.25999999,367
735,0,2.099999905,367.5
736,0,2.099999905,368
737,0,2.029999971,368.5
738,0,2.150000095,369
739,0,2.069999933,369.5
740,0,2.069999933,370
741,0,2.00999999,370.5
742,0,2.00999999,371
743,0,2,371.5
744,0,2,372
745,0,1.980000019,372.5
746,0,1.980000019,373
747,0,1.970000029,373.5
748,0,1.99000001,374
